FullPath;Package;Element;Property;DependentPackage;DependendElement
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservation;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservation;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservation;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservation;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservationCharacteristics
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;observationType;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservationType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;parameter;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;NamedValue
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;phenomenonTime;ISO TC211.ISO 19108 Temporal schema.ISO 19108 Edition 1.Temporal Objects;TM_Object
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;resultTime;ISO TC211.ISO 19108 Temporal schema.ISO 19108 Edition 1.Temporal Objects;TM_Object
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;resultQuality;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;validTime;ISO TC211.ISO 19108 Temporal schema.ISO 19108 Edition 1.Temporal Objects;TM_Period
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;result;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;observer;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observer
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;observedProperty;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;ObservableProperty
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservationCharacteristics
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservationType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;observingProcedure;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;ObservingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;ultimateFeatureOfInterest;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;host;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Host
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;proximateFeatureOfInterest;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservationCharacteristics;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;deployment;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Deployment
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;Observer
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;observableProperty;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;ObservableProperty
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;observingProcedure;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;ObservingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observer
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObserver;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;ObservingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservingProcedure;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservingProcedure;observer;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observer
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;AbstractObservingProcedure;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;NamedValue;name;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Name types;GenericName
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Observation core;NamedValue;value;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;PreparationProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationProcedure;samplePreparationStep;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;PreparationStep
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;PreparationProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationProcedure;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;description;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;time;ISO TC211.ISO 19108 Temporal schema.ISO 19108 Edition 1.Temporal Objects;TM_Object
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;PreparationStep
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;PreparationStep
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;processingDetails;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;PreparationProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractPreparationStep;preparedSample;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;sampleType;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSampleType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;parameter;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;NamedValue
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;relatedSample;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;sampledFeature;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSampleType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;sampling;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSample;preparationStep;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;PreparationStep
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;samplerType;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSamplerType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sampler
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;sampling;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampler
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;samplingProcedure;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;SamplingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampler;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSamplerType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;samplingLocation;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;time;ISO TC211.ISO 19108 Temporal schema.ISO 19108 Edition 1.Temporal Objects;TM_Object
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;parameter;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;NamedValue
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;sample;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;featureOfInterest;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;relatedSampling;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;sampler;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampler
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSampling;samplingProcedure;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;SamplingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSamplingProcedure;sampler;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampler
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSamplingProcedure;sampling;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSamplingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;SamplingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSamplingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;SamplingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Abstract Sample core;AbstractSamplingProcedure;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Deployment;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Deployment;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractDeployment
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;GenericDomainFeature;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;GenericDomainFeature;location;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;GenericDomainFeature;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;GenericDomainFeature;;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Host;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Host;location;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Host;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractHost
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservableProperty;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservableProperty;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservableProperty
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Observation;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCharacteristics;collection;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservationCollection
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCharacteristics;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservingCapability
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCharacteristics;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservationCharacteristics
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;collectionType;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;AbstractObservationCollectionType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;member;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Observation schema;Observation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservationCollection
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;memberCharacteristics;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservationCharacteristics
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservationCollection;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;AbstractObservationCollectionType
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Observer;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Observer;location;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;Observer;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObserver
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservingCapability;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Observations;ObservationCharacteristics
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservingProcedure;link;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Web environment;URI
